No_Die,Lot_Num,Wafer_Num,Datetime,Ox_Chamber,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target
NOLSM8003017800,30,44,26-02-2019,1,wet,1282.572632,44.53,0.213,20,717.059,3,1.16579,18.891,14.995,20,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,2,17.483,365,467.074,104.482,2,185,1401,3642,5695,71.706,49.918,0.998,2,5.10E+15,1.58E+16,1.38E+17,2.99E+17,6.00E+17,31618.691,99.796,898,150,15
NOLSM8013018801,30,45,26-02-2019,1,wet,1275.829845,44.56,0.213,20,695.764,3,1.22262,13.788,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,2,24.19,365,473.322,104.514,3,166,1362,3641,5688,71.164,49.894,0.997,3,6.70E+15,6.70E+16,1.38E+17,3.01E+17,6.00E+17,33321.979,99.736,900,150,57
NOLSM8023019802,30,46,26-02-2019,1,wet,1291.007727,44.58,0.211,18,707.582,3,0.84499,18.771,14.901,20.001,199.864,90,499.864,3997.287,4996.609,5.003,92.302,30.003,3,28.003,365,484.377,104.522,1,202,1460,3634,5726,70.758,49.87,0.997,1,8.04E+15,6.43E+16,1.38E+17,3.01E+17,6.00E+17,32175.559,99.674,899,150,18
NOLSM8033020803,30,47,26-02-2019,1,wet,1283.930847,44.6,0.216,23,707.619,3,0.71205,20.701,14.874,20.007,202.946,90,502.946,4058.919,5073.649,5.059,93.552,29.997,3,32.571,365,471.127,106.557,2,177,1247,3629,5705,70.762,50.448,1.011,2,1.47E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,31260.811,101.119,917,152,18
NOLSM8043021804,30,48,26-02-2019,1,wet,1293.717058,44.56,0.215,22,713.867,3,0.99532,11.253,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,3,27.001,365,474.712,105.431,3,143,1709,3638,5728,71.387,50.593,1.015,3,3.53E+15,2.52E+16,3.80E+16,3.00E+17,6.00E+17,31576.001,101.482,908,152,21
NOLSM8053022805,30,49,26-02-2019,1,wet,1290.238446,44.59,0.213,20,705.557,3,0.32865,15.286,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996,3,26.405,365,473.305,105.487,1,173,1468,3628,5720,70.556,50.313,1.008,1,1.52E+16,1.52E+17,1.38E+17,3.00E+17,6.00E+17,31637.594,100.782,908,151,6
NOLSM8063023806,30,50,26-02-2019,1,wet,1288.126844,44.65,0.211,18,707.754,3,0.88339,12.463,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,3,33.584,365,485.04,105.565,2,140,1466,3633,5697,70.775,49.884,0.997,2,3.70E+15,1.31E+16,1.55E+17,3.00E+17,6.00E+17,32156.959,99.711,908,150,30
NOLSM8073024807,30,51,26-02-2019,1,wet,1283.481103,44.62,0.211,18,702.472,3,0.94624,19.767,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,3,27.444,365,474.416,105.548,3,191,1390,3633,5698,70.247,50.223,1.006,3,1.17E+16,1.44E+16,3.37E+16,3.01E+17,6.00E+17,32998.534,100.557,909,151,87
NOLSM8083025808,30,52,26-02-2019,1,wet,1278.804323,44.58,0.212,19,711.749,3,0.42457,16.029,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,3,39.593,365,471.247,107.904,1,138,1561,3633,5696,71.175,50.263,1.007,1,9.13E+15,8.88E+16,2.72E+17,3.00E+17,6.00E+17,33115.585,100.657,925,151,36
NOLSM8093026809,30,53,26-02-2019,1,wet,1282.999686,44.58,0.216,23,709.301,3,0.97799,17.587,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993,3,32.371,365,475.791,106.102,2,177,1665,3634,5728,70.93,50.792,1.02,2,8.82E+15,4.11E+16,1.38E+17,3.01E+17,6.00E+17,32465.72,101.98,913,153,39
NOLSM8103027810,30,54,26-02-2019,1,wet,1299.196525,44.6,0.212,19,714.972,3,0.64451,16.445,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001,3,44.268,365,488.862,106.709,3,202,1573,3637,5735,71.497,50.566,1.014,3,6.52E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32576.424,101.416,913,152,15
NOLSM244101,10,1,26-02-2019,3,wet,1154.781488,39.57,0.213,98,706.099,1,0.89536,13.702,14.88,20.002,191.209,90.001,499.364,3991.128,4966.64,4.946,92.469,30.002,3,26.432,365,509.749,107.158,3,254,1497,3676,5745,70.732,50.267,1.033,3,1.18E+16,1.18E+17,1.38E+17,3.00E+17,6.00E+17,32163.791,100.24,908,158,97
NOLSM245102,10,2,26-02-2019,3,dry,1263.451872,26.06,0.2,148,704.373,2,1.63933,14.218,14.932,19.994,202.848,90,500.565,4042.868,5036.683,5.05,91.01,30.011,1,54.979,405,522.991,105.169,3,431,1711,3629,5692,71.555,50.749,1.034,3,1.59E+16,1.22E+17,1.38E+17,3.00E+17,6.00E+17,31833.551,102.338,886,156,105
NOLSM246103,10,3,26-02-2019,3,dry,1048.939098,34.48,0.205,110,705.94,2,2.10005,17.251,15.121,20.004,193.899,90.001,494.487,3955.637,5039.17,5.042,95.722,29.997,2,55.422,365,508.516,108.184,2,524,1371,3670,5715,72.093,51.332,1.026,2,1.41E+16,1.29E+17,1.38E+17,3.03E+17,6.00E+17,32188.226,106.191,896,153,164
NOLSM247104,10,4,26-02-2019,3,wet,1176.526906,35.99,0.209,76,712.926,2,1.9415,12.457,14.946,19.995,197.934,90,501.583,4045.925,5063.454,5.088,90.859,30.003,3,29.244,436,547.841,108.25,1,218,1305,3654,5719,70.838,51.547,1.056,1,1.60E+16,7.80E+16,3.19E+16,2.99E+17,6.00E+17,32228.325,102.064,891,158,82
NOLSM248105,10,5,26-02-2019,3,wet,1087.93932,36.98,0.198,173,727.318,3,1.1602,14.789,15.016,20.001,199.825,90.002,498.918,4013.918,5118.476,4.967,90.944,29.999,1,50.394,365,547.035,107.931,1,130,1512,3635,5727,70.163,51.008,1.032,1,1.31E+16,1.08E+17,1.38E+17,3.00E+17,6.00E+17,30846.811,101.812,887,154,24
NOLSM249106,10,6,26-02-2019,3,dry,1140.375541,34.12,0.214,25,721.3,3,1.14459,16.267,15.11,20.004,200.232,89.999,505,4005.045,5010.085,5.073,94.505,30.002,3,51.27,436,520.716,110.015,3,308,1592,3680,5709,72.304,51.207,1.032,3,1.23E+16,1.52E+17,1.38E+17,3.01E+17,6.00E+17,32759.266,106.709,904,151,229
NOLSM250107,10,7,26-02-2019,1,dry,1154.972545,35.1,0.206,63,709.964,1,0.05436,17.256,15.084,19.996,204.512,89.999,499.692,4023.761,5047.709,5.019,90.405,29.998,1,51.851,405,541.92,108.137,3,313,1575,3657,5695,69.559,52.078,1.022,3,1.24E+16,9.84E+16,1.38E+17,3.02E+17,6.00E+17,32057.894,101.318,908,157,100
NOLSM251108,10,8,26-02-2019,1,dry,978.9108347,41.78,0.209,137,712.447,1,1.64046,12.766,15.042,19.996,202.962,90,500.511,4013.95,4928.841,5.047,89.94,30.011,2,38.047,436,463.791,109.986,2,330,1427,3665,5691,71.345,50.984,1.023,2,6.23E+15,7.04E+16,1.38E+17,2.99E+17,6.00E+17,31994.968,103.206,893,155,102
NOLSM252109,10,9,26-02-2019,1,wet,1129.585673,31.43,0.192,167,705.345,1,1.48839,13.426,15.058,20.001,202.403,90,503.073,4024.375,4984.217,5.009,93.575,30.004,3,37.215,365,487.721,107.267,1,417,1344,3657,5694,72.284,50.597,1.045,1,1.50E+16,8.48E+16,1.38E+17,3.01E+17,6.00E+17,31986.81,101.812,879,152,62
NOLSM2531010,10,10,26-02-2019,1,dry,962.8870033,36.59,0.218,60,713.056,2,1.60462,15.38,15.03,19.995,196.114,90,499.836,4041.761,4934.073,5.047,90.305,30.003,1,51.577,436,479.551,108.604,1,317,1474,3641,5728,70.405,52.133,1.042,1,1.62E+16,1.59E+17,1.38E+17,3.01E+17,6.00E+17,31791.31,104.329,873,154,89
NOLSM2541011,10,11,26-02-2019,1,dry,1118.454043,28.88,0.217,107,711.723,2,1.13688,18.272,14.919,19.999,201.382,90.002,499.992,4057.726,5002.959,4.919,89.168,30.001,3,27.992,436,512.787,106.226,3,476,1466,3660,5722,71.455,51.647,1.021,3,9.50E+15,5.70E+16,1.38E+17,3.03E+17,6.00E+17,30626.351,100.865,871,156,165
NOLSM2551012,10,12,26-02-2019,1,dry,972.8555751,37.37,0.215,141,701.19,3,1.60423,15.023,15.139,20.008,201.343,90.001,502.52,3953.257,5104.109,5.018,91.432,30.01,2,36.035,365,506.585,108.335,2,479,1517,3666,5697,71.927,50.861,1.063,2,1.03E+16,6.98E+16,2.86E+17,3.00E+17,6.00E+17,31950.761,103.631,898,153,159
NOLSM2561013,10,13,26-02-2019,1,dry,1115.156608,33.88,0.2,126,709.78,3,0.6528,12.264,15.149,19.996,203.657,89.998,502.86,4081.959,4965.526,5.041,92.061,30.007,3,31.509,436,536.321,107.524,1,419,1472,3658,5727,71.265,51.036,1.024,1,8.47E+15,7.01E+16,1.38E+17,2.99E+17,6.00E+17,31352.585,103.491,909,155,84
NOLSM2571014,10,14,26-02-2019,2,wet,961.0098258,29.55,0.2,168,709.653,1,1.09299,13.966,14.958,20.001,200.097,89.999,502.2,3982.094,5009.082,4.897,88.83,30.001,1,28.607,405,527.475,109.189,1,314,1683,3651,5732,71.241,51.884,1.03,1,1.47E+16,6.69E+16,1.38E+17,3.01E+17,6.00E+17,30552.557,103.142,944,155,180
NOLSM2581015,10,15,26-02-2019,2,dry,1219.837184,30.97,0.2,69,697.759,1,1.53141,18.364,14.867,20.004,197.094,89.999,496.799,4041.06,5018.089,5.043,90.277,30.006,2,73.546,436,543.897,106.833,2,340,1458,3644,5709,71.52,50.234,1.026,2,2.49E+15,1.06E+17,1.38E+17,2.99E+17,6.00E+17,31715.512,103.914,896,155,115
NOLSM2591016,10,16,26-02-2019,2,dry,1126.327273,36.92,0.215,101,702.698,1,1.84968,11.582,15.126,20.01,201.454,90.001,504.386,4014.734,5118.391,4.963,92.552,30.005,3,32.665,436,499.615,108.84,3,462,1387,3687,5715,70.756,52.004,1.045,3,1.30E+16,1.46E+17,1.38E+17,2.97E+17,6.00E+17,30474.163,101.145,898,156,230
NOLSM2601017,10,17,26-02-2019,2,dry,1104.735804,32.91,0.216,197,703.723,2,2.00492,15.686,15.113,19.997,198.484,90,503.906,3964.099,5037.531,5.017,91.43,29.991,1,41.314,405,515.713,107.707,3,231,1554,3680,5692,70.204,51.444,1.032,3,1.14E+16,1.70E+17,1.38E+17,2.98E+17,6.00E+17,31692.92,102.863,931,157,124
NOLSM2611018,10,18,26-02-2019,2,dry,1057.821473,26.11,0.202,86,711.826,2,1.16379,14.32,15.004,20,197.509,89.999,500.167,4021.617,5038.626,5.005,92.695,30.001,2,42.035,365,546.76,106.076,2,408,1568,3675,5721,70.253,50.176,1.028,2,1.36E+16,5.92E+16,1.38E+17,2.99E+17,6.00E+17,31037.529,101.615,920,155,142
NOLSM2621019,10,19,26-02-2019,2,dry,1091.374273,33.23,0.202,177,703.411,2,1.17615,18.581,14.952,19.996,202.54,90,504.958,3929.128,5100.269,4.957,92.866,30,3,49.29,365,509.17,106.669,1,317,1500,3664,5707,69.549,50.507,1.048,1,2.40E+16,3.60E+16,1.38E+17,2.99E+17,6.00E+17,31925.006,102.899,889,153,88
NOLSM2631020,10,20,26-02-2019,2,dry,1138.825357,34.33,0.215,160,701.568,3,0.89128,16.593,15.029,19.998,199.11,89.999,502.777,4106.986,5088.081,5.067,93.407,29.995,1,42.863,436,549.22,108.891,1,291,1380,3637,5698,70.804,50.491,1.022,1,7.89E+15,8.70E+16,1.38E+17,2.98E+17,6.00E+17,32001.77,102.186,908,154,50
NOLSM2641021,10,21,26-02-2019,2,wet,1009.139886,38.11,0.19,64,708.351,3,1.36637,12.881,15.129,20.003,198.235,90,493.96,3955.943,5023.248,4.995,90.651,29.993,2,35.661,405,541.521,107.139,2,376,1692,3672,5696,68.72,50.573,1.036,2,1.20E+16,1.23E+17,1.38E+17,3.01E+17,6.00E+17,31568.412,103.001,902,156,81
NOLSM2651022,10,22,26-02-2019,2,dry,1011.181975,31.32,0.211,168,702.572,3,0.9916,15.648,15.112,20.001,200.916,90.001,502.56,3977.12,4963.659,5.029,92.391,30.002,3,47.221,365,488.418,108.545,3,324,1513,3650,5727,70.728,50.428,1.044,3,8.22E+15,1.44E+17,1.38E+17,3.00E+17,6.00E+17,32672.059,104.117,879,152,80
NOLSM2661023,10,23,26-02-2019,3,dry,1040.985818,42.72,0.202,89,717.852,1,1.6894,16.669,14.924,20.007,199.03,89.998,500.811,4006.268,5123.526,4.951,92.227,30.001,1,27.843,365,509.296,105.783,3,392,1346,3657,5710,71.42,51.171,1.042,3,7.69E+15,1.23E+17,1.38E+17,3.01E+17,6.00E+17,32628.909,98.842,919,155,72
NOLSM2671024,10,24,26-02-2019,3,dry,1005.568373,26.55,0.193,70,696.386,1,1.19643,14.492,14.995,19.997,203.225,89.999,500.978,4097.436,5044.95,5.101,92.183,30.005,2,49.763,436,483.359,108.489,2,422,1306,3633,5702,71.777,50.628,1.05,2,1.79E+16,8.32E+16,1.38E+17,2.99E+17,6.00E+17,31536.829,104.62,912,154,57
NOLSM2681025,10,25,26-02-2019,3,dry,1188.182381,34.9,0.219,147,686.747,1,1.48022,15.441,15.003,19.999,202.543,90,498.831,3872.886,5090.82,5.115,91.319,30.016,3,53.987,405,467.615,107.491,1,177,1495,3629,5712,71.626,52.309,1.037,1,2.12E+15,4.49E+16,6.60E+16,2.99E+17,6.00E+17,30765.724,103.031,907,153,52
NOLSM2691026,10,26,26-02-2019,3,wet,1267.415669,31.08,0.201,52,709.049,2,1.4155,15.911,15.032,19.996,205.542,90,500.992,4022.267,4986.191,4.99,93.109,30.006,1,44.442,405,522.505,108.651,1,288,1268,3655,5721,70.099,50.464,1.027,1,1.25E+16,1.11E+17,2.40E+17,3.00E+17,6.00E+17,30855.999,103.879,902,155,51
NOLSM2701027,10,27,26-02-2019,3,dry,918.2428327,32.28,0.202,116,713.856,2,0.60782,20.594,15.103,20.004,201.218,89.999,502.279,3988.21,5013.807,4.985,90.954,29.992,2,37.182,365,506.664,106.635,2,353,1417,3667,5713,72.147,51.299,1.05,2,1.22E+16,9.77E+16,1.38E+17,3.02E+17,6.00E+17,30260.942,104.194,893,154,104
NOLSM784301,30,1,26-02-2019,2,wet,1277.585885,44.61,0.217,24,713.559,1,0.97825,17.647,14.987,19.991,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998,3,33.419,365,478.63,106.083,1,364,1563,3658,5691,71.356,50.275,1.007,1,5.92E+15,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32337.742,100.688,909,151,222
NOLSM785302,30,2,26-02-2019,2,wet,1269.553049,44.58,0.218,25,716.184,2,0.73624,17.066,15.128,20.002,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006,1,29.806,365,473.637,106.059,1,308,1643,3659,5724,71.618,50.387,1.01,1,7.32E+15,2.76E+16,1.38E+17,3.01E+17,6.00E+17,32422.811,100.968,908,151,213
NOLSM786303,30,3,26-02-2019,2,wet,1282.393014,44.58,0.218,25,719.658,2,0.93563,11.048,15.012,20,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005,2,24.694,365,474.724,105.028,2,344,1490,3656,5741,71.966,50.228,1.006,2,1.99E+16,1.59E+17,1.38E+17,3.01E+17,6.00E+17,32255.476,100.571,904,151,138
NOLSM787304,30,4,26-02-2019,2,wet,1269.47541,44.59,0.215,22,717.264,2,1.24881,12.383,14.986,19.993,199.045,90,499.045,3980.894,4976.117,4.979,91.675,30.014,3,27.774,365,476.321,105.053,3,379,1625,3662,5738,71.726,50.101,1.003,3,1.68E+16,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32597.159,100.254,905,150,219
NOLSM788305,30,5,26-02-2019,2,wet,1265.709997,44.57,0.216,23,718.321,3,1.02996,15.179,15.129,20.004,198.854,90,498.854,3977.087,4971.359,4.969,91.209,30.005,1,23.196,365,474.334,104.697,3,280,1381,3655,5737,71.832,49.907,0.998,3,1.08E+16,4.68E+16,3.00E+17,3.02E+17,6.00E+17,32194.56,99.766,901,150,135
NOLSM789306,30,6,26-02-2019,2,wet,1271.029371,44.59,0.216,23,712.492,3,1.07392,13.624,14.991,19.999,198.966,90,498.966,3979.313,4974.142,4.975,92.009,29.998,2,25.474,365,470.978,105.589,2,239,1457,3645,5693,71.249,50.161,1.004,2,1.42E+16,2.70E+16,1.38E+17,3.01E+17,6.00E+17,32641.989,100.404,904,151,99
NOLSM790307,30,7,26-02-2019,2,wet,1277.113934,44.59,0.217,24,708.404,3,1.24362,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,3,32.474,365,482.559,105.531,1,171,1324,3638,5731,70.84,50.292,1.007,1,6.70E+15,5.63E+16,1.38E+17,2.98E+17,6.00E+17,32639.929,100.729,903,151,60
NOLSM791308,30,8,26-02-2019,3,wet,1278.441909,44.59,0.217,24,720.945,1,0.90447,12.537,14.978,20.003,198.981,90,498.981,3979.624,4974.53,4.973,91.618,30.003,1,23.28,365,465.642,105.675,1,172,1436,3654,5709,72.095,50.281,1.007,1,1.66E+16,1.58E+17,1.38E+17,3.00E+17,6.00E+17,32636.286,100.703,904,151,96
NOLSM792309,30,9,26-02-2019,3,wet,1268.370063,44.55,0.215,22,713.334,1,1.18764,17.218,15.146,20.001,198.569,90,498.569,3971.388,4964.235,4.966,91.306,30.004,3,26.13,365,472.762,105.026,3,257,1393,3643,5708,71.333,50.062,1.002,3,6.55E+15,6.40E+16,1.38E+17,2.99E+17,6.00E+17,31686.264,100.155,904,150,72
NOLSM7933010,30,10,26-02-2019,3,wet,1271.821489,44.57,0.216,23,716.68,2,1.16985,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,1,25.252,365,474.542,105.109,3,172,1375,3641,5719,71.668,50.071,1.002,3,2.07E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,31783.84,100.177,903,150,9
NOLSM7943011,30,11,26-02-2019,3,wet,1279.940506,44.57,0.216,23,717.314,2,1.23156,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,2,16.863,365,461.4,105.119,2,236,1382,3647,5712,71.731,50.103,1.003,2,2.93E+15,9.24E+16,1.79E+16,3.00E+17,6.00E+17,31618.822,100.256,904,150,72
NOLSM7953012,30,12,26-02-2019,3,wet,1275.064088,44.62,0.216,23,716.545,2,1.25946,17.853,15.027,20.002,198.533,90,498.533,3970.66,4963.325,4.965,92.028,30.003,3,33.163,365,478.497,106.038,1,151,1301,3641,5721,71.655,50.128,1.003,1,5.25E+15,5.19E+16,1.15E+16,3.01E+17,6.00E+17,31618.16,100.32,908,150,30
NOLSM7963013,30,13,26-02-2019,3,wet,1274.002515,44.63,0.219,26,712.706,3,0.82903,16.387,14.989,19.999,199.669,90,499.669,3993.375,4991.718,4.991,91.89,29.992,1,27.45,365,470.408,105.989,1,200,1306,3638,5714,71.271,50.421,1.011,1,8.59E+15,1.96E+16,1.38E+17,3.00E+17,6.00E+17,31910.25,101.053,908,152,33
NOLSM7973014,30,14,26-02-2019,3,wet,1280.587718,44.55,0.219,26,716.92,3,0.85326,16.166,15.021,20.003,199.697,90,499.697,3993.937,4992.421,4.995,91.371,30.001,2,21.918,365,470.267,105.03,2,261,1423,3647,5720,71.692,50.401,1.01,2,8.99E+15,7.34E+16,1.38E+17,3.00E+17,6.00E+17,32155.309,101.003,900,152,57
NOLSM7983015,30,15,26-02-2019,3,wet,1274.885849,44.57,0.215,22,716.828,3,1.58344,15,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,3,24.929,365,468.539,105.178,3,181,1431,3647,5711,71.683,49.646,0.991,3,1.11E+16,5.59E+16,1.38E+17,3.00E+17,6.00E+17,32178.343,99.116,899,149,57
NOLSM7993016,30,16,26-02-2019,1,wet,1278.766962,44.56,0.216,23,707.057,1,1.01397,20.058,14.917,20,198.523,90,498.523,3970.452,4963.065,4.95,91.487,29.999,1,23.964,365,476.357,104.632,3,150,1368,3632,5683,70.706,49.944,0.999,3,4.33E+15,1.81E+16,1.17E+17,3.00E+17,6.00E+17,32141.981,99.859,900,150,15
NOLSM8003017,30,17,26-02-2019,1,wet,1278.800577,44.53,0.213,20,717.059,1,1.16579,17.89,14.995,20,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,2,17.483,365,467.074,104.482,2,185,1401,3642,5695,71.706,49.918,0.998,2,5.10E+15,1.58E+16,1.38E+17,2.99E+17,6.00E+17,31618.691,99.796,898,150,9
NOLSM8013018,30,18,26-02-2019,1,wet,1273.81838,44.56,0.213,20,711.639,1,1.22262,17.14,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,3,24.19,365,473.322,104.514,1,166,1362,3641,5688,71.164,49.894,0.997,1,6.70E+15,6.70E+16,1.38E+17,3.01E+17,6.00E+17,33321.979,99.736,900,150,57
NOLSM8023019,30,19,26-02-2019,1,wet,1271.530004,44.58,0.211,18,707.582,2,0.84499,16.613,14.901,20.001,199.864,90,499.864,3997.287,4996.609,5.003,92.302,30.003,1,28.003,365,484.377,104.522,1,202,1460,3634,5726,70.758,49.87,0.997,1,8.04E+15,6.43E+16,1.38E+17,3.01E+17,6.00E+17,32175.559,99.674,899,150,18
NOLSM8033020,30,20,26-02-2019,1,wet,1272.531274,44.6,0.216,23,707.619,2,0.71205,20.015,14.874,20.007,202.946,90,502.946,4058.919,5073.649,5.059,93.552,29.997,3,32.571,365,471.127,106.557,3,177,1247,3629,5705,70.762,50.448,1.011,3,1.47E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,31260.811,101.119,917,152,18
NOLSM8043021,30,21,26-02-2019,1,wet,1275.425012,44.56,0.215,22,713.867,3,0.99532,19.145,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,1,27.001,365,474.712,105.431,3,143,1463,3638,5728,71.387,50.593,1.015,3,3.53E+15,2.52E+16,3.80E+16,3.00E+17,6.00E+17,31576.001,101.482,908,152,21
NOLSM8053022,30,22,26-02-2019,1,wet,1271.349047,44.59,0.213,20,705.557,3,0.32865,13.491,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996,2,26.405,365,473.305,105.487,2,173,1351,3628,5720,70.556,50.313,1.008,2,1.52E+16,1.52E+17,1.38E+17,3.00E+17,6.00E+17,31637.594,100.782,908,151,6
NOLSM8063023,30,23,26-02-2019,1,wet,1271.710804,44.65,0.211,18,707.754,3,0.88339,18.876,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,3,33.584,365,485.04,105.565,1,140,1389,3633,5697,70.775,49.884,0.997,1,3.70E+15,1.31E+16,1.55E+17,3.00E+17,6.00E+17,32156.959,99.711,908,150,30
NOLSM8073024,30,24,26-02-2019,2,wet,1275.014592,44.62,0.211,18,702.472,1,0.94624,15.211,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,1,27.444,365,474.416,105.548,1,191,1395,3633,5698,70.247,50.223,1.006,1,1.17E+16,1.44E+16,3.37E+16,3.01E+17,6.00E+17,32998.534,100.557,909,151,87
NOLSM8083025,30,25,26-02-2019,2,wet,1263.230499,44.58,0.212,19,711.749,1,0.42457,16.523,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,2,39.593,365,471.247,107.904,2,138,1383,3633,5696,71.175,50.263,1.007,2,9.13E+15,8.88E+16,2.72E+17,3.00E+17,6.00E+17,33115.585,100.657,925,151,36
NOLSM8093026,30,26,26-02-2019,2,wet,1280.077304,44.58,0.216,23,709.301,1,0.97799,16.742,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993,3,32.371,365,475.791,106.102,3,177,1472,3634,5728,70.93,50.792,1.02,3,8.82E+15,4.11E+16,1.38E+17,3.01E+17,6.00E+17,32465.72,101.98,913,153,39
NOLSM8103027,30,27,26-02-2019,2,wet,1279.385851,44.6,0.212,19,714.972,2,0.64451,17.758,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001,1,44.268,365,488.862,106.709,3,202,1445,3637,5735,71.497,50.566,1.014,3,6.52E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32576.424,101.416,913,152,15
NOLSM271111271,11,28,27-02-2019,1,dry,1184.843837,35.36,0.194,32,709.964,2,1.5188,17.587,15.088,19.998,204.484,90,502.391,4071.633,5032.318,5.114,90.465,30.009,1,53.526,365,542.894,107.902,1,398,1662,3692,5726,71.046,51.921,1.037,1,1.15E+16,1.29E+17,1.38E+17,3.02E+17,6.00E+17,32089.235,100.754,888,156,221
NOLSM272112272,11,29,27-02-2019,1,dry,1044.909761,32.28,0.214,86,706.205,2,0.72998,16.445,15.073,19.989,203.145,89.999,507.183,3985.677,5183.517,5.036,92.678,30,1,48.212,365,508.51,105.12,2,330,1398,3661,5740,69.857,51.765,1.031,2,1.41E+16,1.18E+17,1.38E+17,3.00E+17,6.00E+17,31101.358,104.603,890,153,84
NOLSM273113273,11,30,27-02-2019,1,dry,1075.423255,43.12,0.201,101,707.168,2,1.13925,14.986,14.995,19.994,195.579,89.999,501.286,3978.724,4963.186,4.982,88.792,29.995,1,46.978,436,506.444,108.97,3,324,1513,3654,5719,71.155,50.249,1.021,3,1.11E+16,5.08E+16,1.38E+17,3.00E+17,6.00E+17,31101.109,102.154,888,154,56
NOLSM274114274,11,31,27-02-2019,1,wet,962.4614382,27.12,0.207,20,705.354,2,0.81578,16.722,14.97,20,196.382,90,503.396,4056.014,4992.802,4.875,91.604,30.001,1,42.556,405,508.79,109.151,1,146,1274,3658,5714,71.468,51.218,1.038,1,7.59E+15,4.08E+16,1.38E+17,2.98E+17,6.00E+17,31914.677,103.802,904,153,37
NOLSM275115275,11,32,27-02-2019,1,wet,994.8027258,33.44,0.207,88,715.179,2,1.14172,13.694,14.917,20,196.599,90,501.423,4029.12,4899.699,5.099,89.418,30.002,1,38.38,436,524.177,108.534,2,319,1454,3626,5733,72.336,51.049,1.025,2,7.10E+15,6.08E+16,1.38E+17,2.99E+17,6.00E+17,31281.213,101.05,887,155,39
NOLSM276116276,11,33,27-02-2019,1,wet,1017.485141,34.88,0.214,102,691.282,2,0.92509,16.062,15.039,19.999,197.555,90,501.079,3971.194,5056.373,5.021,89.811,30.011,1,25.99,436,534.804,106.888,3,239,1442,3657,5718,70.998,51.384,1.038,3,1.48E+16,6.29E+16,1.38E+17,3.00E+17,6.00E+17,32238.201,100.772,901,155,70
NOLSM277117277,11,34,27-02-2019,1,wet,1093.883403,30.24,0.215,69,709.956,2,1.07024,12.256,15.109,20.003,197.98,90,501.572,4035.394,5079.03,5.075,91.266,29.997,1,65.839,436,470.396,106.351,1,457,1462,3660,5714,71.086,51.109,1,1,8.37E+15,1.16E+17,1.38E+17,2.99E+17,6.00E+17,30611.506,103.577,915,151,140
