,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
1573,NOLSM278118,3,Etching,354.0,1476.0,3664.0,5701.0,71.673,50.506,1.011,11,8,27-02-2019
1574,NOLSM279119,2,Etching,563.0,1422.0,3642.0,5717.0,72.01899999999999,51.261,1.036,11,9,27-02-2019
1575,NOLSM2801110,1,Etching,176.0,1301.0,3658.0,5709.0,69.699,50.193999999999996,1.046,11,10,27-02-2019
1576,NOLSM2811111,1,Etching,415.0,1644.0,3653.0,5692.0,70.824,50.202,1.038,11,11,27-02-2019
1577,NOLSM2821112,2,Etching,495.0,1426.0,3622.0,5714.0,71.286,51.207,1.0190000000000001,11,12,27-02-2019
1578,NOLSM2831113,3,Etching,269.0,1602.0,3650.0,5713.0,70.00399999999999,51.743,1.0170000000000001,11,13,27-02-2019
1579,NOLSM2841114,3,Etching,413.0,1541.0,3651.0,5741.0,71.889,51.542,1.038,11,14,27-02-2019
1580,NOLSM2851115,2,Etching,514.0,1539.0,3639.0,5729.0,70.13,52.105,1.018,11,15,27-02-2019
1581,NOLSM2861116,1,Etching,391.0,1502.0,3620.0,5713.0,70.058,50.382,1.045,11,16,27-02-2019
1582,NOLSM2871117,1,Etching,284.0,1518.0,3664.0,5702.0,70.779,50.881,1.0490000000000002,11,17,27-02-2019
1583,NOLSM2881118,2,Etching,304.0,1544.0,3625.0,5728.0,69.405,51.062,1.037,11,18,27-02-2019
1584,NOLSM2891119,3,Etching,433.0,1564.0,3655.0,5703.0,70.257,50.852,1.043,11,19,27-02-2019
1585,NOLSM2901120,3,Etching,233.0,1461.0,3677.0,5682.0,69.975,49.761,1.031,11,20,27-02-2019
1586,NOLSM2911121,2,Etching,240.0,1559.0,3656.0,5703.0,71.40899999999999,50.3,1.026,11,21,27-02-2019
1587,NOLSM2921122,1,Etching,319.0,1534.0,3652.0,5714.0,70.714,51.655,1.0170000000000001,11,22,27-02-2019
1588,NOLSM2931123,1,Etching,589.0,1507.0,3674.0,5703.0,70.486,51.103,0.995,11,23,27-02-2019
1589,NOLSM2941124,3,Etching,363.0,1454.0,3645.0,5721.0,72.56,51.145,1.0170000000000001,11,24,27-02-2019
1590,NOLSM2951125,3,Etching,315.0,1507.0,3711.0,5706.0,69.953,50.082,1.036,11,25,27-02-2019
1591,NOLSM2961126,2,Etching,573.0,1365.0,3651.0,5719.0,70.179,51.018,1.0090000000000001,11,26,27-02-2019
1592,NOLSM2971127,1,Etching,422.0,1512.0,3624.0,5741.0,70.994,51.192,1.012,11,27,27-02-2019
1593,NOLSM811311,2,Etching,246.0,1392.0,3640.0,5710.0,71.723,50.784,1.02,31,1,27-02-2019
1594,NOLSM812312,1,Etching,150.0,1427.0,3641.0,5711.0,70.792,50.76,1.0190000000000001,31,2,27-02-2019
1595,NOLSM813313,1,Etching,232.0,1410.0,3642.0,5699.0,71.115,50.672,1.0170000000000001,31,3,27-02-2019
1596,NOLSM814314,2,Etching,237.0,1452.0,3640.0,5725.0,70.445,50.163000000000004,1.004,31,4,27-02-2019
1597,NOLSM815315,3,Etching,124.0,1394.0,3622.0,5716.0,69.57600000000001,50.315,1.008,31,5,27-02-2019
1598,NOLSM816316,3,Etching,263.0,1386.0,3641.0,5689.0,71.212,50.668,1.0170000000000001,31,6,27-02-2019
1599,NOLSM817317,2,Etching,150.0,1372.0,3631.0,5700.0,70.575,50.617,1.015,31,7,27-02-2019
1600,NOLSM818318,1,Etching,174.0,1446.0,3638.0,5684.0,71.077,50.473,1.012,31,8,27-02-2019
1601,NOLSM819319,1,Etching,140.0,1281.0,3635.0,5697.0,71.065,50.229,1.006,31,9,27-02-2019
1602,NOLSM8203110,2,Etching,119.0,1369.0,3637.0,5693.0,71.387,50.075,1.002,31,10,27-02-2019
1603,NOLSM8213111,3,Etching,204.0,1428.0,3641.0,5701.0,70.745,49.845,0.996,31,11,27-02-2019
1604,NOLSM8223112,1,Etching,236.0,1372.0,3642.0,5692.0,70.585,50.113,1.003,31,12,27-02-2019
1605,NOLSM8233113,1,Etching,151.0,1369.0,3638.0,5705.0,71.06,49.878,0.997,31,13,27-02-2019
1606,NOLSM8243114,2,Etching,207.0,1402.0,3633.0,5683.0,70.365,50.028999999999996,1.001,31,14,27-02-2019
1607,NOLSM8253115,3,Etching,212.0,1427.0,3630.0,5700.0,69.918,49.922,0.998,31,15,27-02-2019
1608,NOLSM8263116,3,Etching,218.0,1343.0,3650.0,5699.0,71.169,50.214,1.005,31,16,27-02-2019
1609,NOLSM8273117,1,Etching,177.0,1343.0,3632.0,5693.0,70.12,49.961999999999996,0.9990000000000001,31,17,27-02-2019
1610,NOLSM8283118,1,Etching,221.0,1417.0,3645.0,5736.0,71.263,50.032,1.001,31,18,27-02-2019
1611,NOLSM8293119,2,Etching,175.0,1359.0,3646.0,5719.0,71.656,50.185,1.005,31,19,27-02-2019
1612,NOLSM8303120,3,Etching,202.0,1416.0,3631.0,5700.0,70.218,49.806000000000004,0.995,31,20,27-02-2019
1613,NOLSM8313121,3,Etching,313.0,1510.0,3663.0,5722.0,71.536,50.46,1.011,31,21,27-02-2019
1614,NOLSM8323122,2,Etching,224.0,1404.0,3645.0,5723.0,70.395,50.431000000000004,1.011,31,22,27-02-2019
1615,NOLSM8333123,1,Etching,333.0,1445.0,3663.0,5730.0,71.533,50.477,1.012,31,23,27-02-2019
1616,NOLSM8343124,1,Etching,269.0,1511.0,3658.0,5741.0,71.794,50.856,1.021,31,24,27-02-2019
1617,NOLSM8353125,2,Etching,216.0,1477.0,3656.0,5699.0,71.361,51.056999999999995,1.026,31,25,27-02-2019
1618,NOLSM8363126,3,Etching,278.0,1490.0,3662.0,5717.0,72.044,50.855,1.021,31,26,27-02-2019
1619,NOLSM8373127,3,Etching,329.0,1447.0,3664.0,5704.0,71.199,50.927,1.023,31,27,27-02-2019
1620,NOLSM298121298,1,Etching,13.0,1417.0,3665.0,5707.0,73.064,51.037,1.051,12,28,28-02-2019
1621,NOLSM299122299,2,Etching,288.0,1639.0,3693.0,5715.0,69.676,51.751999999999995,1.052,12,29,28-02-2019
1622,NOLSM300123300,3,Etching,308.0,1609.0,3648.0,5685.0,69.441,51.497,1.053,12,30,28-02-2019
1623,NOLSM301124301,1,Etching,398.0,1537.0,3674.0,5726.0,71.211,50.803000000000004,1.056,12,31,28-02-2019
1624,NOLSM302125302,2,Etching,456.0,1376.0,3638.0,5728.0,70.61399999999999,51.156000000000006,1.01,12,32,28-02-2019
1625,NOLSM303126303,3,Etching,280.0,1567.0,3661.0,5735.0,71.089,51.153999999999996,1.016,12,33,28-02-2019
1626,NOLSM304127304,1,Etching,181.0,1539.0,3641.0,5734.0,70.74,51.476000000000006,1.02,12,34,28-02-2019
1627,NOLSM305128305,2,Etching,425.0,1582.0,3612.0,5729.0,71.593,50.632,1.034,12,35,28-02-2019
1628,NOLSM306129306,3,Etching,436.0,1686.0,3669.0,5711.0,70.888,51.471000000000004,1.034,12,36,28-02-2019
1629,NOLSM3071210307,1,Etching,495.0,1480.0,3651.0,5731.0,71.388,51.302,1.041,12,37,28-02-2019
1630,NOLSM3081211308,2,Etching,514.0,1545.0,3662.0,5688.0,70.32600000000001,51.20399999999999,1.001,12,38,28-02-2019
1631,NOLSM3091212309,3,Etching,198.0,1471.0,3664.0,5706.0,70.378,50.793,1.035,12,39,28-02-2019
1632,NOLSM3101213310,1,Etching,446.0,1606.0,3633.0,5733.0,68.999,50.437,1.026,12,40,28-02-2019
1633,NOLSM3111214311,2,Etching,179.0,1469.0,3643.0,5728.0,70.143,51.22,1.0270000000000001,12,41,28-02-2019
1634,NOLSM3121215312,3,Etching,154.0,1518.0,3648.0,5700.0,69.56,50.946000000000005,1.018,12,42,28-02-2019
1635,NOLSM3131216313,1,Etching,445.0,1522.0,3594.0,5732.0,71.881,51.695,1.0090000000000001,12,43,28-02-2019
1636,NOLSM3141217314,2,Etching,462.0,1696.0,3670.0,5710.0,70.734,51.522,1.057,12,44,28-02-2019
1637,NOLSM3151218315,3,Etching,325.0,1402.0,3656.0,5698.0,70.305,50.901,1.03,12,45,28-02-2019
1638,NOLSM3161219316,1,Etching,401.0,1479.0,3679.0,5723.0,71.185,51.489,1.028,12,46,28-02-2019
1639,NOLSM3171220317,2,Etching,245.0,1498.0,3621.0,5743.0,70.408,50.431999999999995,1.052,12,47,28-02-2019
1640,NOLSM3181221318,3,Etching,300.0,1497.0,3629.0,5687.0,70.8,50.975,1.033,12,48,28-02-2019
1641,NOLSM3191222319,1,Etching,498.0,1363.0,3632.0,5713.0,70.27,51.248999999999995,1.035,12,49,28-02-2019
1642,NOLSM3201223320,2,Etching,425.0,1467.0,3664.0,5747.0,70.33800000000001,51.521,1.021,12,50,28-02-2019
1643,NOLSM3211224321,3,Etching,501.0,1222.0,3651.0,5715.0,71.649,51.753,1.0290000000000001,12,51,28-02-2019
1644,NOLSM3221225322,1,Etching,349.0,1504.0,3674.0,5719.0,71.803,49.778,1.013,12,52,28-02-2019
1645,NOLSM3231226323,2,Etching,578.0,1501.0,3660.0,5728.0,70.27600000000001,51.213,1.0170000000000001,12,53,28-02-2019
1646,NOLSM3241227324,3,Etching,670.0,1538.0,3657.0,5709.0,71.456,50.481,1.037,12,54,28-02-2019
1647,NOLSM838321838,1,Etching,207.0,1481.0,3659.0,5726.0,71.756,50.711999999999996,1.018,32,28,28-02-2019
1648,NOLSM839322839,2,Etching,212.0,1588.0,3667.0,5750.0,72.35300000000001,50.985,1.025,32,29,28-02-2019
1649,NOLSM840323840,3,Etching,218.0,1441.0,3658.0,5705.0,72.067,50.812,1.02,32,30,28-02-2019
1650,NOLSM841324841,1,Etching,177.0,1441.0,3661.0,5708.0,72.209,50.964,1.024,32,31,28-02-2019
1651,NOLSM842325842,2,Etching,221.0,1402.0,3658.0,5724.0,72.044,50.635,1.016,32,32,28-02-2019
1652,NOLSM843326843,3,Etching,175.0,1353.0,3645.0,5693.0,70.624,50.678000000000004,1.0170000000000001,32,33,28-02-2019
1653,NOLSM844327844,1,Etching,236.0,1515.0,3656.0,5704.0,71.237,50.504,1.013,32,34,28-02-2019
1654,NOLSM845328845,2,Etching,151.0,1363.0,3646.0,5727.0,71.046,50.519,1.013,32,35,28-02-2019
1655,NOLSM846329846,3,Etching,207.0,1344.0,3648.0,5706.0,70.859,50.471000000000004,1.012,32,36,28-02-2019
1656,NOLSM8473210847,1,Etching,212.0,1520.0,3655.0,5734.0,71.294,50.294,1.0070000000000001,32,37,28-02-2019
1657,NOLSM8483211848,2,Etching,218.0,1510.0,3655.0,5726.0,71.55,50.601000000000006,1.015,32,38,28-02-2019
1658,NOLSM8493212849,3,Etching,177.0,1433.0,3643.0,5690.0,70.718,50.424,1.011,32,39,28-02-2019
1659,NOLSM8503213850,1,Etching,221.0,1472.0,3649.0,5700.0,71.295,50.602,1.015,32,40,28-02-2019
1660,NOLSM8513214851,2,Etching,175.0,1341.0,3646.0,5722.0,71.199,50.544,1.014,32,41,28-02-2019
1661,NOLSM8523215852,3,Etching,202.0,1430.0,3656.0,5735.0,71.624,50.576,1.014,32,42,28-02-2019
1662,NOLSM298121,1,Etching,13.0,1417.0,3665.0,5707.0,73.064,51.037,1.0190000000000001,12,1,28-02-2019
1663,NOLSM299122,3,Etching,288.0,1639.0,3693.0,5715.0,69.676,51.751999999999995,1.035,12,2,28-02-2019
1664,NOLSM300123,3,Etching,308.0,1609.0,3648.0,5685.0,69.441,51.497,1.032,12,3,28-02-2019
1665,NOLSM301124,2,Etching,398.0,1537.0,3674.0,5726.0,71.211,50.803000000000004,1.04,12,4,28-02-2019
1666,NOLSM302125,1,Etching,456.0,1376.0,3638.0,5728.0,70.61399999999999,51.156000000000006,1.01,12,5,28-02-2019
1667,NOLSM303126,1,Etching,280.0,1567.0,3661.0,5735.0,71.089,51.153999999999996,1.016,12,6,28-02-2019
1668,NOLSM304127,2,Etching,181.0,1539.0,3641.0,5734.0,70.74,51.476000000000006,1.02,12,7,28-02-2019
1669,NOLSM305128,3,Etching,425.0,1582.0,3612.0,5729.0,71.593,50.632,1.034,12,8,28-02-2019
1670,NOLSM306129,3,Etching,436.0,1686.0,3669.0,5711.0,70.888,51.471000000000004,1.034,12,9,28-02-2019
1671,NOLSM3071210,2,Etching,495.0,1480.0,3651.0,5731.0,71.388,51.302,1.041,12,10,28-02-2019
1672,NOLSM3081211,1,Etching,514.0,1545.0,3662.0,5688.0,70.32600000000001,51.20399999999999,1.001,12,11,28-02-2019
1673,NOLSM3091212,1,Etching,198.0,1471.0,3664.0,5706.0,70.378,50.793,1.035,12,12,28-02-2019
1674,NOLSM3101213,2,Etching,446.0,1606.0,3633.0,5733.0,68.999,50.437,1.026,12,13,28-02-2019
1675,NOLSM3111214,3,Etching,179.0,1469.0,3643.0,5728.0,70.143,51.22,1.0270000000000001,12,14,28-02-2019
1676,NOLSM3121215,2,Etching,154.0,1518.0,3648.0,5700.0,69.56,50.946000000000005,1.018,12,15,28-02-2019
1677,NOLSM3131216,1,Etching,445.0,1522.0,3594.0,5732.0,71.881,51.695,1.0090000000000001,12,16,28-02-2019
1678,NOLSM3141217,1,Etching,462.0,1696.0,3670.0,5710.0,70.734,51.522,1.057,12,17,28-02-2019
1679,NOLSM3151218,2,Etching,325.0,1402.0,3656.0,5698.0,70.305,50.901,1.03,12,18,28-02-2019
1680,NOLSM3161219,3,Etching,401.0,1479.0,3679.0,5723.0,71.185,51.489,1.028,12,19,28-02-2019
1681,NOLSM3171220,3,Etching,245.0,1498.0,3621.0,5743.0,70.408,50.431999999999995,1.052,12,20,28-02-2019
1682,NOLSM3181221,2,Etching,300.0,1497.0,3629.0,5687.0,70.8,50.975,1.033,12,21,28-02-2019
1683,NOLSM3191222,1,Etching,498.0,1363.0,3632.0,5713.0,70.27,51.248999999999995,1.035,12,22,28-02-2019
1684,NOLSM3201223,1,Etching,425.0,1467.0,3664.0,5747.0,70.33800000000001,51.521,1.021,12,23,28-02-2019
1685,NOLSM3211224,2,Etching,501.0,1222.0,3651.0,5715.0,71.649,51.753,1.0290000000000001,12,24,28-02-2019
1686,NOLSM3221225,3,Etching,349.0,1504.0,3674.0,5719.0,71.803,49.778,1.013,12,25,28-02-2019
1687,NOLSM3231226,3,Etching,578.0,1501.0,3660.0,5728.0,70.27600000000001,51.213,1.0170000000000001,12,26,28-02-2019
1688,NOLSM3241227,2,Etching,670.0,1538.0,3657.0,5709.0,71.456,50.481,1.037,12,27,28-02-2019
1689,NOLSM838321,2,Etching,277.0,1486.0,3659.0,5726.0,71.756,50.711999999999996,1.018,32,1,28-02-2019
1690,NOLSM839322,1,Etching,252.0,1424.0,3667.0,5750.0,72.35300000000001,50.985,1.025,32,2,28-02-2019
1691,NOLSM840323,1,Etching,204.0,1412.0,3658.0,5705.0,72.067,50.812,1.02,32,3,28-02-2019
1692,NOLSM841324,2,Etching,154.0,1449.0,3661.0,5708.0,72.209,50.964,1.024,32,4,28-02-2019
1693,NOLSM842325,3,Etching,207.0,1327.0,3658.0,5724.0,72.044,50.635,1.016,32,5,28-02-2019
1694,NOLSM843326,3,Etching,183.0,1353.0,3645.0,5693.0,70.624,50.678000000000004,1.0170000000000001,32,6,28-02-2019
1695,NOLSM844327,2,Etching,249.0,1515.0,3656.0,5704.0,71.237,50.504,1.013,32,7,28-02-2019
1696,NOLSM845328,1,Etching,141.0,1363.0,3646.0,5727.0,71.046,50.519,1.013,32,8,28-02-2019
1697,NOLSM846329,1,Etching,208.0,1344.0,3648.0,5706.0,70.859,50.471000000000004,1.012,32,9,28-02-2019
1698,NOLSM8473210,2,Etching,230.0,1520.0,3655.0,5734.0,71.294,50.294,1.0070000000000001,32,10,28-02-2019
1699,NOLSM8483211,3,Etching,177.0,1510.0,3655.0,5726.0,71.55,50.601000000000006,1.015,32,11,28-02-2019
1700,NOLSM8493212,3,Etching,180.0,1433.0,3643.0,5690.0,70.718,50.424,1.011,32,12,28-02-2019
1701,NOLSM8503213,2,Etching,142.0,1472.0,3649.0,5700.0,71.295,50.602,1.015,32,13,28-02-2019
1702,NOLSM8513214,1,Etching,127.0,1341.0,3646.0,5722.0,71.199,50.544,1.014,32,14,28-02-2019
1703,NOLSM8523215,1,Etching,193.0,1430.0,3656.0,5735.0,71.624,50.576,1.014,32,15,28-02-2019
